site,year,block,plot,pd,pd_fac,plant_win,row_spacing_in,row_spacing_cm,effective_quad_size_m2,effective_quad_to_m2_multiplier,rye_kg_adj_to_row_spacing,weed_kg,live_seeds_lb,seedlings_expected_ft,seedlings_exp_per_quad,row_m,seedling_percent_error,rate_lbs,seedling_n,seedling_m2,canopy_cover,rye_g,weed_g,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,rate.adj.equal.years,RRI_weeds
BARC,2022,2,217,oct4,1,17,7.5,19.05,0.28575,3.499562555,1658.792651,572,13014.47,2.800979253,13.78327018,21.245,-34.70344931,15,9,36,36.72,47.4,14.3,1327.16,2138.35,13.901,6.58,63,2.38,15,0.679372197
BARC,2022,2,218,oct4,1,17,7.5,19.05,0.28575,3.499562555,4741.907262,34.8,13014.47,22.40783402,110.2661614,21.245,-46.4931043,120,59,236,47.79,135.5,0.87,1327.16,2138.35,13.901,6.58,63,2.38,120,0.977035766
BARC,2022,3,307,oct4,1,37,7.5,19.05,0.28575,3.499562555,10106.73666,240,13014.47,22.40783402,110.2661614,21.245,-38.33103546,120,68,272,91.84,288.8,6,1327.16,2138.35,13.901,6.58,63,2.38,120,0.899244332
BARC,2022,3,308,oct4,1,37,7.5,19.05,0.28575,3.499562555,0,4524,13014.47,0,0,21.245,na,0,0,0,61.07,0,113.1,1327.16,2138.35,13.901,6.58,63,2.38,0,0
BARC,2022,3,309,oct4,1,37,7.5,19.05,0.28575,3.499562555,6813.648294,444,13014.47,11.20391701,55.13308072,21.245,-25.63448394,60,41,164,68.17,194.7,11.1,1327.16,2138.35,13.901,6.58,63,2.38,60,0.821256039
BARC,2022,3,310,oct4,1,37,7.5,19.05,0.28575,3.499562555,6680.664917,90.8,13014.47,16.80587552,82.69962109,21.245,-33.49425393,90,55,220,70.64,190.9,2.27,1327.16,2138.35,13.901,6.58,63,2.38,90,0.960648349
BARC,2022,3,311,oct4,1,37,7.5,19.05,0.28575,3.499562555,5053.368329,1224,13014.47,2.800979253,13.78327018,21.245,-41.95862161,15,8,32,79.12,144.4,30.6,1327.16,2138.35,13.901,6.58,63,2.38,15,0.574112735
BARC,2022,3,312,oct4,1,37,7.5,19.05,0.28575,3.499562555,8755.905512,1680,13014.47,5.601958506,27.56654036,21.245,-16.56551857,30,23,92,89.35,250.2,42,1327.16,2138.35,13.901,6.58,63,2.38,30,0.458413926
BARC,2022,1,107,oct21,2,0,7.5,19.05,0.28575,3.499562555,0,2336,13014.47,0,0,21.245,na,0,0,0,45.63,0,58.4,880.43,1691.62,25.0335,6.53,56,2.38,0,0
BARC,2022,1,108,oct21,2,0,7.5,19.05,0.28575,3.499562555,5977.252843,1048,13014.47,22.40783402,110.2661614,21.245,2.479308715,120,113,452,75.65,170.8,26.2,880.43,1691.62,25.0335,6.53,56,2.38,120,0.380614657
BARC,2022,1,109,oct21,2,0,7.5,19.05,0.28575,3.499562555,4342.95713,672,13014.47,11.20391701,55.13308072,21.245,3.386205252,60,57,228,69.96,124.1,16.8,880.43,1691.62,25.0335,6.53,56,2.38,60,0.553191489
BARC,2022,1,110,oct21,2,0,7.5,19.05,0.28575,3.499562555,5728.783902,940,13014.47,16.80587552,82.69962109,21.245,12.45517063,90,93,372,83.27,163.7,23.5,880.43,1691.62,25.0335,6.53,56,2.38,90,0.426129426
BARC,2022,1,111,oct21,2,0,7.5,19.05,0.28575,3.499562555,5417.322835,656,13014.47,2.800979253,13.78327018,21.245,16.08275677,15,16,64,80.19,154.8,16.4,880.43,1691.62,25.0335,6.53,56,2.38,15,0.561497326
BARC,2022,1,112,oct21,2,0,7.5,19.05,0.28575,3.499562555,6197.725284,1756,13014.47,5.601958506,27.56654036,21.245,8.827584476,30,30,120,81.05,177.1,43.9,880.43,1691.62,25.0335,6.53,56,2.38,30,0.14173998
BARC,2022,2,201,oct21,2,17,7.5,19.05,0.28575,3.499562555,9840.769904,194.8,13014.47,11.20391701,55.13308072,21.245,-7.496553196,60,51,204,88.67,281.2,4.87,880.43,1691.62,25.0335,6.53,56,2.38,60,0.850544729
BARC,2022,2,202,oct21,2,17,7.5,19.05,0.28575,3.499562555,9823.272091,246.8,13014.47,2.800979253,13.78327018,21.245,23.33792907,15,17,68,73.81,280.7,6.17,880.43,1691.62,25.0335,6.53,56,2.38,15,0.814352339
BARC,2022,2,203,oct21,2,17,7.5,19.05,0.28575,3.499562555,0,2412,13014.47,0,0,21.245,na,0,0,0,42.38,0,60.3,880.43,1691.62,25.0335,6.53,56,2.38,0,0
BARC,2022,2,204,oct21,2,17,7.5,19.05,0.28575,3.499562555,9326.334208,138.8,13014.47,22.40783402,110.2661614,21.245,-2.962070509,120,107,428,84.38,266.5,3.47,880.43,1691.62,25.0335,6.53,56,2.38,120,0.891171397
BARC,2022,2,205,oct21,2,17,7.5,19.05,0.28575,3.499562555,9396.325459,58.8,13014.47,16.80587552,82.69962109,21.245,8.827584476,90,90,360,85.45,268.5,1.47,880.43,1691.62,25.0335,6.53,56,2.38,90,0.95240408
BARC,2022,2,206,oct21,2,17,7.5,19.05,0.28575,3.499562555,11664.04199,254.8,13014.47,5.601958506,27.56654036,21.245,1.572412177,30,28,112,67.32,333.3,6.37,880.43,1691.62,25.0335,6.53,56,2.38,30,0.808909555
BARC,2022,3,313,oct21,2,37,7.5,19.05,0.28575,3.499562555,5546.806649,1164,13014.47,16.80587552,82.69962109,21.245,-8.101150887,90,76,304,79.6,158.5,29.1,880.43,1691.62,25.0335,6.53,56,2.38,90,0.506361323
BARC,2022,3,314,oct21,2,37,7.5,19.05,0.28575,3.499562555,7181.102362,246.8,13014.47,11.20391701,55.13308072,21.245,-14.75172549,60,47,188,90.88,205.2,6.17,880.43,1691.62,25.0335,6.53,56,2.38,60,0.870064231
BARC,2022,3,315,oct21,2,37,7.5,19.05,0.28575,3.499562555,8640.419948,650.8,13014.47,5.601958506,27.56654036,21.245,-27.44827702,30,20,80,79.72,246.9,16.27,880.43,1691.62,25.0335,6.53,56,2.38,30,0.690301704
BARC,2022,3,316,oct21,2,37,7.5,19.05,0.28575,3.499562555,0,3552,13014.47,0,0,21.245,na,0,0,0,49.38,0,88.8,880.43,1691.62,25.0335,6.53,56,2.38,0,0
BARC,2022,3,317,oct21,2,37,7.5,19.05,0.28575,3.499562555,6334.208224,470.8,13014.47,22.40783402,110.2661614,21.245,-19.28620818,120,89,356,73.05,181,11.77,880.43,1691.62,25.0335,6.53,56,2.38,120,0.765934175
BARC,2022,3,318,oct21,2,37,7.5,19.05,0.28575,3.499562555,4899.387577,1160,13014.47,2.800979253,13.78327018,21.245,-41.95862161,15,8,32,51.2,140,29,880.43,1691.62,25.0335,6.53,56,2.38,15,0.507640068
BARC,2022,1,113,nov10,3,0,7.5,19.05,0.28575,3.499562555,4391.951006,1364,13014.47,2.800979253,13.78327018,21.245,-49.21379391,15,7,28,31.25,125.5,34.1,594.16,1405.35,10.971,6.91,76,1.52,15,0.324752475
BARC,2022,1,114,nov10,3,0,7.5,19.05,0.28575,3.499562555,3646.544182,1796,13014.47,5.601958506,27.56654036,21.245,-60.09655236,30,11,44,49.17,104.2,44.9,594.16,1405.35,10.971,6.91,76,1.52,30,0.196779964
BARC,2022,1,115,nov10,3,0,7.5,19.05,0.28575,3.499562555,0,2676,13014.47,0,0,21.245,na,0,0,0,34.32,0,66.9,594.16,1405.35,10.971,6.91,76,1.52,0,0
BARC,2022,1,116,nov10,3,0,7.5,19.05,0.28575,3.499562555,5126.859143,676,13014.47,22.40783402,110.2661614,21.245,-44.67931122,120,61,244,58.48,146.5,16.9,594.16,1405.35,10.971,6.91,76,1.52,120,0.596658711
BARC,2022,1,117,nov10,3,0,7.5,19.05,0.28575,3.499562555,4990.376203,1376,13014.47,16.80587552,82.69962109,21.245,-49.21379391,90,42,168,60.49,142.6,34.4,594.16,1405.35,10.971,6.91,76,1.52,90,0.32082922
BARC,2022,1,118,nov10,3,0,7.5,19.05,0.28575,3.499562555,3898.512686,2332,13014.47,11.20391701,55.13308072,21.245,-47.40000084,60,29,116,49.92,111.4,58.3,594.16,1405.35,10.971,6.91,76,1.52,60,0.068690096
BARC,2022,2,207,nov10,3,17,7.5,19.05,0.28575,3.499562555,0,1008,13014.47,0,0,21.245,na,0,0,0,13.77,0,25.2,594.16,1405.35,10.971,6.91,76,1.52,0,0
BARC,2022,2,208,nov10,3,17,7.5,19.05,0.28575,3.499562555,2932.633421,524,13014.47,5.601958506,27.56654036,21.245,-89.11724155,30,3,12,26.48,83.8,13.1,594.16,1405.35,10.971,6.91,76,1.52,30,0.315926893
BARC,2022,2,209,nov10,3,17,7.5,19.05,0.28575,3.499562555,5473.315836,108,13014.47,16.80587552,82.69962109,21.245,-85.4896554,90,12,48,35.26,156.4,2.7,594.16,1405.35,10.971,6.91,76,1.52,90,0.806451613
BARC,2022,2,210,nov10,3,17,7.5,19.05,0.28575,3.499562555,9417.322835,88,13014.47,22.40783402,110.2661614,21.245,-56.46896621,120,48,192,54.02,269.1,2.2,594.16,1405.35,10.971,6.91,76,1.52,120,0.839416058
BARC,2022,2,211,nov10,3,17,7.5,19.05,0.28575,3.499562555,4577.427822,252,13014.47,2.800979253,13.78327018,21.245,-100,15,0,0,19.37,130.8,6.3,594.16,1405.35,10.971,6.91,76,1.52,15,0.6
BARC,2022,2,212,nov10,3,17,7.5,19.05,0.28575,3.499562555,5553.805774,480,13014.47,11.20391701,55.13308072,21.245,-74.60689696,60,14,56,20.93,158.7,12,594.16,1405.35,10.971,6.91,76,1.52,60,0.35483871
BARC,2022,3,301,nov10,3,37,7.5,19.05,0.28575,3.499562555,1504.811899,1796,13014.47,5.601958506,27.56654036,21.245,-20.19310472,30,22,88,46.59,43,44.9,594.16,1405.35,10.971,6.91,76,1.52,30,0.536635707
BARC,2022,3,302,nov10,3,37,7.5,19.05,0.28575,3.499562555,2362.204724,1412,13014.47,2.800979253,13.78327018,21.245,-100,15,0,0,54.91,67.5,35.3,594.16,1405.35,10.971,6.91,76,1.52,15,0.616720955
BARC,2022,3,303,nov10,3,37,7.5,19.05,0.28575,3.499562555,2586.176728,2920,13014.47,22.40783402,110.2661614,21.245,-74.60689696,120,28,112,67.23,73.9,73,594.16,1405.35,10.971,6.91,76,1.52,120,0.342045967
BARC,2022,3,304,nov10,3,37,7.5,19.05,0.28575,3.499562555,3419.072616,3332,13014.47,16.80587552,82.69962109,21.245,-64.93333389,90,29,116,63.9,97.7,83.3,594.16,1405.35,10.971,6.91,76,1.52,90,0.282515073
BARC,2022,3,305,nov10,3,37,7.5,19.05,0.28575,3.499562555,0,5956,13014.47,0,0,21.245,na,0,0,0,64.24,0,148.9,594.16,1405.35,10.971,6.91,76,1.52,0,0
BARC,2022,3,306,nov10,3,37,7.5,19.05,0.28575,3.499562555,2194.225722,1172,13014.47,11.20391701,55.13308072,21.245,-60.09655236,60,22,88,58.86,62.7,29.3,594.16,1405.35,10.971,6.91,76,1.52,60,0.671156004
DE,2022,1,101,10/13/22,1,0,7,17.78,0.2667,3.749531309,3689.538808,na,13014.47,10.45698921,51.44384625,22.76856,-28.07691746,60,37,148,24.04,98.4,na,1369.683519,2006.690112,na,na,na,na,60,na
DE,2022,1,102,10/13/22,1,0,7,17.78,0.2667,3.749531309,2084.739408,na,13014.47,20.91397842,102.8876925,22.76856,-61.12265809,120,40,160,20.01,55.6,na,1369.683519,2006.690112,na,na,na,na,120,na
DE,2022,1,103,10/13/22,1,0,7,17.78,0.2667,3.749531309,2977.127859,na,13014.47,15.68548382,77.16576938,22.76856,-31.31669595,90,53,212,24.33,79.4,na,1369.683519,2006.690112,na,na,na,na,90,na
DE,2022,1,104,10/13/22,1,0,7,17.78,0.2667,3.749531309,2347.206599,na,13014.47,5.228494605,25.72192313,22.76856,-53.3471897,30,12,48,17.55,62.6,na,1369.683519,2006.690112,na,na,na,na,30,na
DE,2022,1,105,10/13/22,1,0,7,17.78,0.2667,3.749531309,1942.257218,na,13014.47,1.742831535,8.573974375,22.76856,39.95843089,10,12,48,19.98,51.8,na,1369.683519,2006.690112,na,na,na,na,15,na
DE,2022,1,106,10/13/22,1,0,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,3,0,na,1369.683519,2006.690112,na,na,na,na,0,na
DE,2022,2,215,10/13/22,1,20,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,3.86,0,na,1369.683519,2006.690112,na,na,na,na,0,na
DE,2022,2,216,10/13/22,1,20,7,17.78,0.2667,3.749531309,2924.634421,na,13014.47,5.228494605,25.72192313,22.76856,-41.68398713,30,15,60,21.87,78,na,1369.683519,2006.690112,na,na,na,na,30,na
DE,2022,2,217,10/13/22,1,20,7,17.78,0.2667,3.749531309,1949.75628,na,13014.47,1.742831535,8.573974375,22.76856,98.27444375,10,17,68,15.93,52,na,1369.683519,2006.690112,na,na,na,na,15,na
DE,2022,2,218,10/13/22,1,20,7,17.78,0.2667,3.749531309,3164.604424,na,13014.47,15.68548382,77.16576938,22.76856,-45.57172132,90,42,168,18.68,84.4,na,1369.683519,2006.690112,na,na,na,na,90,na
DE,2022,2,219,10/13/22,1,20,7,17.78,0.2667,3.749531309,3524.55943,na,13014.47,10.45698921,51.44384625,22.76856,-16.41371489,60,43,172,29.75,94,na,1369.683519,2006.690112,na,na,na,na,60,na
DE,2022,2,220,10/13/22,1,20,7,17.78,0.2667,3.749531309,3412.073491,na,13014.47,20.91397842,102.8876925,22.76856,-63.06652518,120,38,152,25.79,91,na,1369.683519,2006.690112,na,na,na,na,120,na
DE,2022,3,315,10/13/22,1,35,7,17.78,0.2667,3.749531309,2722.15973,na,13014.47,1.742831535,8.573974375,22.76856,51.62163346,10,13,52,27.2,72.6,na,1369.683519,2006.690112,na,na,na,na,15,na
DE,2022,3,316,10/13/22,1,35,7,17.78,0.2667,3.749531309,2902.137233,na,13014.47,20.91397842,102.8876925,22.76856,-37.79625294,120,64,256,24.51,77.4,na,1369.683519,2006.690112,na,na,na,na,120,na
DE,2022,3,317,10/13/22,1,35,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,3.21,0,na,1369.683519,2006.690112,na,na,na,na,0,na
DE,2022,3,318,10/13/22,1,35,7,17.78,0.2667,3.749531309,4799.400075,na,13014.47,10.45698921,51.44384625,22.76856,-43.62785423,60,29,116,44.31,128,na,1369.683519,2006.690112,na,na,na,na,60,na
DE,2022,3,319,10/13/22,1,35,7,17.78,0.2667,3.749531309,5421.822272,na,13014.47,5.228494605,25.72192313,22.76856,-49.45945551,30,13,52,54.98,144.6,na,1369.683519,2006.690112,na,na,na,na,30,na
DE,2022,3,320,10/13/22,1,35,7,17.78,0.2667,3.749531309,4341.957255,na,13014.47,15.68548382,77.16576938,22.76856,-49.45945551,90,39,156,55.09,115.8,na,1369.683519,2006.690112,na,na,na,na,90,na
DE,2022,4,415,10/13/22,1,35,7,17.78,0.2667,3.749531309,3892.013498,na,13014.47,20.91397842,102.8876925,22.76856,-30.99271811,120,71,284,27.24,103.8,na,1369.683519,2006.690112,na,na,na,na,120,na
DE,2022,4,416,10/13/22,1,35,7,17.78,0.2667,3.749531309,2399.700037,na,13014.47,1.742831535,8.573974375,22.76856,16.63202574,10,10,40,15.39,64,na,1369.683519,2006.690112,na,na,na,na,15,na
DE,2022,4,417,10/13/22,1,35,7,17.78,0.2667,3.749531309,3194.600675,na,13014.47,15.68548382,77.16576938,22.76856,-41.68398713,90,45,180,27.51,85.2,na,1369.683519,2006.690112,na,na,na,na,90,na
DE,2022,4,418,10/13/22,1,35,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,7.39,0,na,1369.683519,2006.690112,na,na,na,na,0,na
DE,2022,4,419,10/13/22,1,35,7,17.78,0.2667,3.749531309,5174.353206,na,13014.47,5.228494605,25.72192313,22.76856,-18.35758198,30,21,84,43.27,138,na,1369.683519,2006.690112,na,na,na,na,30,na
DE,2022,4,420,10/13/22,1,35,7,17.78,0.2667,3.749531309,2639.670041,na,13014.47,10.45698921,51.44384625,22.76856,-43.62785423,60,29,116,23.03,70.4,na,1369.683519,2006.690112,na,na,na,na,60,na
DE,2022,1,115,11/2/22,2,0,7,17.78,0.2667,3.749531309,2407.1991,na,13014.47,15.68548382,77.16576938,22.76856,-41.68398713,90,45,180,18.63,64.2,na,948.4335185,1585.440112,na,na,na,na,90,na
DE,2022,1,116,11/2/22,2,0,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,4.05,0,na,948.4335185,1585.440112,na,na,na,na,0,na
DE,2022,1,117,11/2/22,2,0,7,17.78,0.2667,3.749531309,2399.700037,na,13014.47,26.14247303,128.6096156,22.76856,-37.0187061,150,81,324,21.59,64,na,948.4335185,1585.440112,na,na,na,na,150,na
DE,2022,1,118,11/2/22,2,0,7,17.78,0.2667,3.749531309,3899.512561,na,13014.47,10.45698921,51.44384625,22.76856,-22.24531617,60,40,160,28.63,104,na,948.4335185,1585.440112,na,na,na,na,60,na
DE,2022,1,119,11/2/22,2,0,7,17.78,0.2667,3.749531309,2647.169104,na,13014.47,20.91397842,102.8876925,22.76856,-4.750512314,120,98,392,19.74,70.6,na,948.4335185,1585.440112,na,na,na,na,120,na
DE,2022,1,120,11/2/22,2,0,7,17.78,0.2667,3.749531309,3262.092238,na,13014.47,5.228494605,25.72192313,22.76856,16.63202574,30,30,120,26.41,87,na,948.4335185,1585.440112,na,na,na,na,30,na
DE,2022,1,121,11/2/22,2,0,7,17.78,0.2667,3.749531309,2294.713161,na,13014.47,1.742831535,8.573974375,22.76856,-53.3471897,10,4,16,16.86,61.2,na,948.4335185,1585.440112,na,na,na,na,15,na
DE,2022,2,201,11/2/22,2,0,7,17.78,0.2667,3.749531309,1927.259093,na,13014.47,20.91397842,102.8876925,22.76856,-40.71205358,120,61,244,15.33,51.4,na,948.4335185,1585.440112,na,na,na,na,120,na
DE,2022,2,202,11/2/22,2,0,7,17.78,0.2667,3.749531309,2512.185977,na,13014.47,1.742831535,8.573974375,22.76856,16.63202574,10,10,40,16.34,67,na,948.4335185,1585.440112,na,na,na,na,15,na
DE,2022,2,203,11/2/22,2,0,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,4.15,0,na,948.4335185,1585.440112,na,na,na,na,0,na
DE,2022,2,204,11/2/22,2,0,7,17.78,0.2667,3.749531309,1664.791901,na,13014.47,5.228494605,25.72192313,22.76856,-14.46984779,30,22,88,16.59,44.4,na,948.4335185,1585.440112,na,na,na,na,30,na
DE,2022,2,205,11/2/22,2,20,7,17.78,0.2667,3.749531309,2684.664417,na,13014.47,15.68548382,77.16576938,22.76856,-5.398468013,90,73,292,18.52,71.6,na,948.4335185,1585.440112,na,na,na,na,90,na
DE,2022,2,206,11/2/22,2,20,7,17.78,0.2667,3.749531309,1837.270341,na,13014.47,10.45698921,51.44384625,22.76856,-39.74012004,60,31,124,16.24,49,na,948.4335185,1585.440112,na,na,na,na,60,na
DE,2022,2,207,11/2/22,2,20,7,17.78,0.2667,3.749531309,3637.045369,na,13014.47,26.14247303,128.6096156,22.76856,-37.0187061,150,81,324,27,97,na,948.4335185,1585.440112,na,na,na,na,150,na
DE,2022,3,301,11/2/22,2,20,7,17.78,0.2667,3.749531309,1829.771279,na,13014.47,26.14247303,128.6096156,22.76856,-13.69230095,150,111,444,19.55,48.8,na,948.4335185,1585.440112,na,na,na,na,150,na
DE,2022,3,302,11/2/22,2,20,7,17.78,0.2667,3.749531309,2572.178478,na,13014.47,5.228494605,25.72192313,22.76856,-6.69437941,30,24,96,24.49,68.6,na,948.4335185,1585.440112,na,na,na,na,30,na
DE,2022,3,303,11/2/22,2,20,7,17.78,0.2667,3.749531309,1934.758155,na,13014.47,20.91397842,102.8876925,22.76856,-33.90851875,120,68,272,18.19,51.6,na,948.4335185,1585.440112,na,na,na,na,120,na
DE,2022,3,304,11/2/22,2,20,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,3.57,0,na,948.4335185,1585.440112,na,na,na,na,0,na
DE,2022,3,305,11/2/22,2,20,7,17.78,0.2667,3.749531309,4551.931009,na,13014.47,15.68548382,77.16576938,22.76856,-37.79625294,90,48,192,38.86,121.4,na,948.4335185,1585.440112,na,na,na,na,90,na
DE,2022,3,306,11/2/22,2,20,7,17.78,0.2667,3.749531309,2467.191601,na,13014.47,1.742831535,8.573974375,22.76856,-18.35758198,10,7,28,15.77,65.8,na,948.4335185,1585.440112,na,na,na,na,15,na
DE,2022,3,307,11/2/22,2,20,7,17.78,0.2667,3.749531309,2287.214098,na,13014.47,10.45698921,51.44384625,22.76856,-49.45945551,60,26,104,19.41,61,na,948.4335185,1585.440112,na,na,na,na,60,na
DE,2022,4,401,11/2/22,2,35,7,17.78,0.2667,3.749531309,1244.844394,na,13014.47,15.68548382,77.16576938,22.76856,-24.83713897,90,58,232,9.35,33.2,na,948.4335185,1585.440112,na,na,na,na,90,na
DE,2022,4,402,11/2/22,2,35,7,17.78,0.2667,3.749531309,1319.835021,na,13014.47,1.742831535,8.573974375,22.76856,-30.02078456,10,6,24,9.16,35.2,na,948.4335185,1585.440112,na,na,na,na,15,na
DE,2022,4,403,11/2/22,2,35,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,3.44,0,na,948.4335185,1585.440112,na,na,na,na,0,na
DE,2022,4,404,11/2/22,2,35,7,17.78,0.2667,3.749531309,2879.640045,na,13014.47,26.14247303,128.6096156,22.76856,-33.13097191,150,86,344,20.71,76.8,na,948.4335185,1585.440112,na,na,na,na,150,na
DE,2022,4,405,11/2/22,2,35,7,17.78,0.2667,3.749531309,2279.715036,na,13014.47,10.45698921,51.44384625,22.76856,-31.96465165,60,35,140,15.41,60.8,na,948.4335185,1585.440112,na,na,na,na,60,na
DE,2022,4,406,11/2/22,2,35,7,17.78,0.2667,3.749531309,2302.212223,na,13014.47,5.228494605,25.72192313,22.76856,-53.3471897,30,12,48,14.09,61.4,na,948.4335185,1585.440112,na,na,na,na,30,na
DE,2022,4,407,11/2/22,2,35,7,17.78,0.2667,3.749531309,2024.746907,na,13014.47,20.91397842,102.8876925,22.76856,-21.27338263,120,81,324,18.94,54,na,948.4335185,1585.440112,na,na,na,na,120,na
DE,2022,1,108,11/17/22,3,0,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,5.28,0,na,813.6461547,1450.652748,na,na,na,na,0,na
DE,2022,1,109,11/17/22,3,0,7,17.78,0.2667,3.749531309,2699.662542,na,13014.47,5.228494605,25.72192313,22.76856,-10.5821136,30,23,92,21.93,72,na,813.6461547,1450.652748,na,na,na,na,30,na
DE,2022,1,110,11/17/22,3,0,7,17.78,0.2667,3.749531309,1874.765654,na,13014.47,10.45698921,51.44384625,22.76856,-22.24531617,60,40,160,19.38,50,na,813.6461547,1450.652748,na,na,na,na,60,na
DE,2022,1,111,11/17/22,3,0,7,17.78,0.2667,3.749531309,2459.692538,na,13014.47,20.91397842,102.8876925,22.76856,-15.44178134,120,87,348,22.06,65.6,na,813.6461547,1450.652748,na,na,na,na,120,na
DE,2022,1,112,11/17/22,3,0,7,17.78,0.2667,3.749531309,1882.264717,na,13014.47,1.742831535,8.573974375,22.76856,-41.68398713,10,5,20,12.34,50.2,na,813.6461547,1450.652748,na,na,na,na,15,na
DE,2022,1,113,11/17/22,3,0,7,17.78,0.2667,3.749531309,2864.64192,na,13014.47,15.68548382,77.16576938,22.76856,-9.286202204,90,70,280,26.48,76.4,na,813.6461547,1450.652748,na,na,na,na,90,na
DE,2022,1,114,11/17/22,3,0,7,17.78,0.2667,3.749531309,2369.703787,na,13014.47,26.14247303,128.6096156,22.76856,-45.57172132,150,70,280,22.23,63.2,na,813.6461547,1450.652748,na,na,na,na,150,na
DE,2022,2,208,11/17/22,3,20,7,17.78,0.2667,3.749531309,1604.7994,na,13014.47,26.14247303,128.6096156,22.76856,-14.46984779,150,110,440,22.29,42.8,na,813.6461547,1450.652748,na,na,na,na,150,na
DE,2022,2,209,11/17/22,3,20,7,17.78,0.2667,3.749531309,2257.217848,na,13014.47,20.91397842,102.8876925,22.76856,-27.10498391,120,75,300,31.71,60.2,na,813.6461547,1450.652748,na,na,na,na,120,na
DE,2022,2,210,11/17/22,3,20,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,3.89,0,na,813.6461547,1450.652748,na,na,na,na,0,na
DE,2022,2,211,11/17/22,3,20,7,17.78,0.2667,3.749531309,1064.866892,na,13014.47,10.45698921,51.44384625,22.76856,8.856557355,60,56,224,16.63,28.4,na,813.6461547,1450.652748,na,na,na,na,60,na
